subject,H.period,UD.period.t,H.t,UD.t.i,H.i,UD.i.e,H.e,UD.e.five,H.five,UD.five.Shift.r,H.Shift.r,UD.Shift.r.o,H.o,UD.o.a,H.a,UD.a.n,H.n,UD.n.l,H.l,UD.l.Return,H.Return
5,0.0805,0.1153,0.1330,0.0705,0.1019,0.0921,0.1460,0.1253,0.1190,0.3260,0.1533,0.1019,0.0824,0.0761,0.1560,-0.0026,0.0919,0.1478,0.1095,0.2643,0.0863
5,0.0829,0.1287,0.1217,0.0795,0.0892,0.0642,0.1425,0.1639,0.1146,0.2917,0.1291,0.1425,0.0813,0.0679,0.1346,0.0304,0.0744,0.1739,0.1006,0.2524,0.0818
5,0.0966,0.1240,0.1336,0.0594,0.0993,0.0721,0.1014,0.1454,0.1069,0.3014,0.1512,0.1008,0.1000,0.0740,0.1470,0.0090,0.1016,0.1417,0.0966,0.2633,0.0993
5,0.0768,0.1263,0.1462,0.0452,0.1193,0.0433,0.1333,0.1449,0.1454,0.3223,0.1363,0.8539,0.0839,0.1402,0.1336,0.0209,0.0911,0.1354,0.0869,0.2456,0.0932
5,0.0948,0.0809,0.1599,0.0536,0.0987,0.1180,0.1235,0.1728,0.1249,0.3302,0.1457,0.1154,0.0792,0.0555,0.2061,0.0030,0.0993,0.1288,0.0998,0.3630,0.1003
5,0.0839,0.0651,0.1655,0.0647,0.0908,0.0874,0.1330,0.1174,0.1267,0.3151,0.1737,0.1185,0.0863,0.0898,0.1497,0.0061,0.0966,0.1327,0.1056,0.2804,0.0964
5,0.1027,0.0865,0.1399,0.0713,0.0958,0.0858,0.1483,0.1327,0.1198,0.2793,0.1751,0.0810,0.0921,0.1310,0.1729,0.0096,0.1122,0.1399,0.0942,0.2466,0.0985
5,0.0979,0.0862,0.1499,0.0705,0.0987,0.0853,0.1280,0.1106,0.1227,0.2706,0.1631,0.1114,0.0905,0.0911,0.1322,0.0156,0.0956,0.1512,0.0916,0.2561,0.0971
5,0.1151,0.0960,0.1444,0.0465,0.1103,0.0539,0.1190,0.1330,0.1262,0.2827,0.1579,0.0971,0.0892,0.0732,0.1367,0.0222,0.0892,0.1459,0.0940,0.2453,0.0927
5,0.0713,0.1707,0.1175,0.0792,0.0853,0.0655,0.1219,0.1876,0.0940,0.3221,0.1168,0.1679,0.0882,0.1310,0.1072,0.0544,0.0839,0.1961,0.0061,0.4139,0.1111
5,0.0892,0.1451,0.1325,0.1212,0.0779,0.0623,0.1188,0.1781,0.0874,0.3052,0.1252,0.1396,0.0882,0.0996,0.1135,0.0354,0.0876,0.1172,0.0866,0.2709,0.1180
5,0.0679,0.1306,0.0921,0.1225,0.0945,0.0916,0.1029,0.1602,0.1156,0.3215,0.1359,0.1235,0.0908,0.1049,0.1011,0.0484,0.0969,0.1243,0.0964,0.7087,0.1483
5,0.0705,0.1139,0.1143,0.1454,0.0934,0.0971,0.1204,0.4452,0.0755,0.2727,0.1146,0.1890,0.0898,0.1254,0.1077,0.0307,0.0924,0.1124,0.0921,0.2910,0.0834
5,0.0913,0.0780,0.1201,0.1198,0.0876,0.2264,0.0979,0.8344,0.0708,0.3642,0.1210,0.1747,0.1095,0.0735,0.1214,0.0333,0.0816,0.1219,0.0942,0.2799,0.1154
5,0.1074,0.0857,0.1336,0.0607,0.0940,0.0876,0.1183,0.1443,0.0977,0.3134,0.1426,0.1425,0.0956,0.0706,0.1330,0.0367,0.0826,0.1359,0.0934,0.2659,0.0932
5,0.0774,0.0989,0.1059,0.1362,0.0998,0.0779,0.1370,0.1050,0.0921,0.3212,0.1526,0.0911,0.0853,0.1199,0.1037,0.0344,0.1085,0.2839,0.1119,0.2965,0.0998
5,0.0808,0.1189,0.1111,0.1275,0.0803,0.0911,0.1452,0.1011,0.1008,0.2751,0.1431,0.1159,0.0932,0.0632,0.1396,0.0486,0.1098,0.1364,0.0871,0.2627,0.1059
5,0.0903,0.1245,0.1109,0.1241,0.1066,0.0752,0.1238,0.1172,0.0892,0.3315,0.1549,0.1222,0.0795,0.0877,0.1380,0.0101,0.0995,0.1261,0.0940,0.3308,0.1000
5,0.0810,0.0889,0.1172,0.0808,0.0895,0.0937,0.0956,0.1095,0.1022,0.3648,0.1568,0.1225,0.0853,0.0603,0.1420,0.0193,0.0977,0.1364,0.1080,0.3052,0.0821
5,0.0824,0.1110,0.1103,0.0916,0.0832,0.0747,0.1140,0.1174,0.1193,0.3368,0.1544,0.1082,0.1029,0.0624,0.1423,0.0056,0.0932,0.1507,0.0903,0.2973,0.0797
5,0.0834,0.1498,0.1307,0.0256,0.0924,0.1122,0.0887,0.1251,0.1109,0.3138,0.1391,0.1154,0.0890,0.0877,0.1230,0.0365,0.0871,0.1253,0.0961,0.2870,0.0919
5,0.0924,0.0773,0.0993,0.1143,0.0869,0.0665,0.1016,0.1024,0.1088,0.3101,0.1631,0.1164,0.1008,0.0613,0.1409,0.1096,0.0109,0.2705,0.0924,0.3192,0.0874
5,0.0795,0.1319,0.1204,0.0668,0.0887,0.1000,0.1254,0.0702,0.1285,0.3025,0.1597,0.1183,0.0924,0.0861,0.1243,0.0072,0.1011,0.1108,0.0982,0.2794,0.0900
5,0.0805,0.0978,0.1399,0.0533,0.0803,0.0744,0.1045,0.1087,0.1098,0.2925,0.1547,0.1314,0.0842,0.0848,0.1383,0.0220,0.0932,0.1103,0.1014,0.2519,0.1198
5,0.0832,0.0907,0.1209,0.0602,0.0924,0.0787,0.1322,0.0760,0.1124,0.3056,0.1484,0.1040,0.0942,0.0706,0.1272,0.0246,0.0956,0.1203,0.1000,0.2738,0.0919
5,0.0847,0.1332,0.1088,0.0657,0.0932,0.0615,0.1391,0.0818,0.1190,0.3009,0.1471,0.0982,0.0874,0.0972,0.1330,0.0172,0.1080,0.0887,0.0829,0.4759,0.1024
5,0.0805,0.1216,0.1304,0.0679,0.0895,0.0700,0.1394,0.0776,0.1214,0.3080,0.1507,0.1072,0.0863,0.0827,0.1357,0.0046,0.0969,0.1251,0.0964,0.3176,0.0903
5,0.0797,0.1050,0.1209,0.1212,0.0832,0.1082,0.1212,0.0781,0.1035,0.3320,0.1367,0.1275,0.0898,0.0838,0.1499,0.0122,0.0977,0.1327,0.0837,0.2902,0.0964
5,0.0913,0.1248,0.1285,0.0663,0.0908,0.0961,0.1241,0.1509,0.0734,0.3720,0.1566,0.0990,0.0832,0.0798,0.1586,-0.0026,0.1006,0.1443,0.0866,0.2965,0.0774
5,0.0816,0.0788,0.1161,0.1090,0.0715,0.0737,0.1312,0.1085,0.1082,0.3384,0.1378,0.1412,0.0866,0.1112,0.1291,0.0011,0.0953,0.1317,0.0863,0.2902,0.0916
5,0.0750,0.0799,0.1251,0.0861,0.0905,0.0713,0.1296,0.1346,0.1154,0.3110,0.1397,0.1541,0.0887,0.0893,0.1428,0.0222,0.1022,0.1364,0.0869,0.3152,0.0911
5,0.0792,0.0854,0.1338,0.0710,0.0993,0.0977,0.1233,0.0831,0.1314,0.3205,0.1439,0.1254,0.0911,0.0801,0.1507,0.0056,0.1080,0.1467,0.0898,0.2780,0.0966
5,0.0837,0.0883,0.1264,0.0800,0.0789,0.1000,0.1243,0.0868,0.1198,0.2990,0.1581,0.1214,0.0929,0.1030,0.1249,0.0159,0.0839,0.1430,0.0858,0.2709,0.0874
5,0.0879,0.0427,0.1312,0.0964,0.0808,0.0937,0.1243,0.0763,0.1138,0.3300,0.1471,0.0834,0.0813,0.0758,0.1380,0.0291,0.1114,0.1214,0.0721,0.4416,0.1135
5,0.0779,0.1284,0.1222,0.0858,0.0776,0.0723,0.1175,0.0905,0.1098,0.2893,0.1360,0.1238,0.0884,0.0655,0.1320,0.0404,0.1022,0.1488,0.0905,0.2886,0.0715
5,0.0863,0.1015,0.1204,0.0879,0.0808,0.0953,0.0942,0.1573,0.1051,0.3959,0.1929,0.1507,0.0705,0.0840,0.1441,0.6579,0.0869,0.1599,0.0650,0.2791,0.0839
5,0.0905,0.0976,0.1367,0.0457,0.0789,0.0758,0.1177,0.0697,0.1198,0.3033,0.1225,0.1320,0.1064,0.1297,0.1420,0.0188,0.0985,0.1436,0.0953,0.2999,0.0723
5,0.0795,0.1184,0.1256,0.1206,0.1090,0.1314,0.1436,0.1003,0.1164,0.3220,0.1510,0.1407,0.1132,0.0603,0.1354,0.0320,0.0903,0.1454,0.0929,0.2928,0.0850
5,0.0937,0.0941,0.1433,0.0523,0.0987,0.0721,0.1320,0.1013,0.0982,0.2787,0.1226,0.1449,0.0950,0.0956,0.1209,0.0146,0.1111,0.1525,0.0813,0.2685,0.0832
5,0.0887,0.0775,0.1454,0.0760,0.0887,0.0760,0.1491,0.0269,0.1219,0.2999,0.1665,0.0847,0.1006,0.1561,0.1534,-0.0240,0.1075,0.1391,0.0892,0.2664,0.0874
5,0.0789,0.0683,0.1309,0.0652,0.0966,0.0792,0.1557,0.0647,0.1161,0.2983,0.1710,0.1032,0.0919,0.0806,0.1462,0.0243,0.1212,0.1322,0.0895,0.2823,0.0934
5,0.0824,0.0712,0.1404,0.0536,0.0882,0.0861,0.1325,0.1058,0.1212,0.3210,0.1413,0.1409,0.0853,0.0698,0.1349,0.0394,0.1029,0.1362,0.0919,0.2503,0.0847
5,0.0861,0.0691,0.1454,0.0533,0.0821,0.1425,0.2159,-0.0423,0.0082,0.5954,0.1318,0.1644,0.0916,0.1099,0.1375,0.0090,0.1027,0.1523,0.0905,0.2931,0.0710
5,0.0948,0.0730,0.1317,0.0647,0.0755,0.0871,0.1278,0.0963,0.0956,0.3239,0.1666,0.1235,0.0895,0.0724,0.1694,0.0357,0.0892,0.1425,0.0850,0.2675,0.0990
5,0.0874,0.0757,0.1304,0.0979,0.0758,0.0618,0.1578,0.3330,0.1241,0.3518,0.1215,0.1615,0.0919,0.0492,0.1515,0.1104,0.0167,0.2531,0.1045,0.3142,0.0956
5,0.0834,0.1168,0.1227,0.0552,0.0837,0.0898,0.1074,0.1306,0.1127,0.3115,0.1421,0.1354,0.0927,0.0719,0.1444,0.0222,0.0995,0.1441,0.0705,0.2962,0.0905
5,0.0845,0.0968,0.1359,0.0562,0.0842,0.0781,0.1217,0.0852,0.1262,0.3096,0.1352,0.1349,0.0958,0.0816,0.1618,-0.0169,0.1075,0.1612,0.0916,0.2949,0.0927
5,0.0879,0.0733,0.1454,0.0502,0.0879,0.0869,0.1225,0.1095,0.1135,0.2825,0.1251,0.2267,0.0869,0.0893,0.1354,0.0338,0.0969,0.1380,0.0816,0.2751,0.0940
5,0.0911,0.0981,0.1296,0.0755,0.0934,0.0766,0.1333,0.0866,0.1138,0.2885,0.1503,0.0977,0.0892,0.0708,0.1431,0.0164,0.0990,0.1351,0.0829,0.2828,0.0839
5,0.0768,0.0712,0.1375,0.0573,0.0921,0.0818,0.1639,0.0230,0.1156,0.3318,0.1405,0.1597,0.0890,0.0919,0.1555,-0.0177,0.1122,0.1512,0.0913,0.2881,0.0990
5,0.0824,0.0569,0.1533,0.0557,0.0850,0.0776,0.1132,0.1206,0.1241,0.2914,0.1273,0.1312,0.0887,0.1086,0.1404,0.0164,0.1109,0.1251,0.0871,0.2664,0.0879
5,0.0903,0.0561,0.1528,0.0565,0.1006,0.0671,0.1251,0.0776,0.1243,0.2829,0.1270,0.1278,0.0942,0.0582,0.1391,0.0141,0.0905,0.1520,0.0974,0.2625,0.0908
5,0.0953,0.0852,0.1581,0.0130,0.1119,0.0766,0.1317,0.0855,0.1283,0.3221,0.1518,0.0979,0.0974,0.1038,0.1438,-0.0084,0.1095,0.1396,0.1064,0.2873,0.0861
5,0.1069,0.0815,0.1457,0.0343,0.0958,0.0945,0.1275,0.1119,0.1069,0.3278,0.1574,0.1341,0.0879,0.0964,0.1441,0.0048,0.0958,0.1454,0.0982,0.2640,0.0887
5,0.0898,0.0836,0.1285,0.0465,0.0913,0.0816,0.1499,0.0794,0.1349,0.3104,0.1539,0.1109,0.1161,0.0724,0.1565,0.0449,0.0842,0.8175,0.0824,0.2928,0.0924
5,0.0863,0.0722,0.1515,0.0750,0.0958,0.0861,0.1320,0.0525,0.1032,0.3275,0.1579,0.1217,0.0974,0.0748,0.1526,-0.0040,0.1041,0.1525,0.1027,0.2844,0.0879
7,0.0818,0.1514,0.0607,0.0494,0.1074,0.0602,0.1090,0.4338,0.0552,0.4785,0.0449,0.2859,0.0660,0.1914,0.0964,0.1803,0.1214,0.2430,0.0908,0.8264,0.0863
7,0.0913,0.1736,0.0713,0.1225,0.0475,0.1409,0.0903,0.2950,0.0591,0.4532,0.0525,0.2658,0.0834,0.1289,0.0927,0.3275,0.0884,0.1560,0.0781,0.6847,0.1043
7,0.0800,0.3190,0.0686,0.0394,0.1130,0.1074,0.0908,0.4713,0.0615,0.3397,0.0731,0.1967,0.0890,0.0529,0.0950,0.1605,0.1357,0.1037,0.0774,0.8686,0.0684
7,0.0718,0.7309,0.0655,0.0810,0.0832,0.1222,0.0887,0.6615,0.0599,0.5088,0.0723,0.1450,0.0837,0.0605,0.0845,0.0457,0.0969,0.0773,0.0913,0.4588,0.0834
7,0.0845,0.1749,0.0507,0.0388,0.0874,0.0470,0.0766,0.2029,0.0684,0.4096,0.0702,0.1518,0.0866,0.0397,0.0876,0.0563,0.0971,0.2971,0.1040,0.1144,0.0863
7,0.0895,0.2121,0.0552,0.0328,0.1098,0.0423,0.0869,0.1945,0.0668,0.3814,0.0631,0.1664,0.1003,0.0877,0.0898,0.1587,0.0887,0.0686,0.0948,0.3519,0.1135
7,0.0953,0.1414,0.0620,0.0288,0.0858,0.0657,0.0934,0.1955,0.0684,0.4903,0.0692,0.1840,0.0789,0.0793,0.1022,0.0602,0.1037,0.0718,0.1019,0.8034,0.0953
7,0.0797,0.1498,0.0723,0.0599,0.1106,0.0847,0.0919,0.9545,0.0644,0.4313,0.0744,0.1816,0.0818,0.0534,0.0964,0.0439,0.0964,0.0393,0.1077,0.1194,0.0979
7,0.1024,0.3010,0.0694,0.1813,0.0430,0.3579,0.0821,0.4921,0.0631,0.2827,0.0813,0.1486,0.0961,0.0632,0.0953,0.0655,0.1093,0.0354,0.0787,0.1068,0.1093
7,0.0842,0.1839,0.0560,0.0510,0.0763,0.0829,0.0932,0.2768,0.0647,0.3157,0.0771,0.1610,0.0871,0.0613,0.0913,0.0586,0.1098,0.0364,0.0953,0.1305,0.0781
7,0.0610,0.2089,0.0504,0.0723,0.0808,0.0528,0.0768,0.2193,0.0589,0.3294,0.0755,0.1676,0.0903,0.0468,0.0837,0.0613,0.0921,0.0546,0.0797,0.1511,0.0657
7,0.0982,0.1374,0.0394,0.0657,0.0892,0.0834,0.1059,0.2277,0.0871,0.5176,0.0763,0.1325,0.0837,0.0489,0.1008,0.0175,0.1122,0.0135,0.0974,0.1163,0.1000
7,0.0700,0.2783,0.0570,0.0533,0.0787,0.0850,0.0940,0.2771,0.0679,0.3350,0.0813,0.1595,0.0824,0.1091,0.0826,0.0579,0.1006,0.0657,0.0916,0.1221,0.0734
7,0.0990,0.2026,0.0370,0.0744,0.0998,0.0515,0.1172,0.2190,0.0697,0.3331,0.0776,0.1658,0.0694,0.0671,0.1000,0.0716,0.0850,0.0718,0.0977,0.3147,0.0549
7,0.0779,0.2285,0.0626,0.1499,0.0855,0.0726,0.0834,0.2990,0.0557,0.3527,0.0660,0.1257,0.0774,0.0779,0.0998,0.0241,0.1362,-0.0077,0.1048,0.2234,0.0697
7,0.0927,0.1255,0.0457,0.0631,0.0995,0.0562,0.0995,0.9263,0.0496,0.3838,0.0784,0.1539,0.0776,0.0563,0.0686,0.0270,0.1011,0.0325,0.1043,0.1041,0.0803
7,0.1143,0.5488,0.0549,0.0861,0.0810,0.0898,0.0876,0.2032,0.0594,0.2882,0.0866,0.1122,0.0829,0.0611,0.0869,0.0911,0.1080,0.0449,0.0800,0.3786,0.0568
7,0.0890,0.1335,0.0618,0.0578,0.0895,0.0333,0.0800,0.2663,0.0531,0.3162,0.0710,0.1576,0.0626,0.0571,0.0898,0.0552,0.1064,0.0546,0.1080,0.2933,0.0905
7,0.1156,0.2145,0.0541,0.0631,0.0932,0.0518,0.1085,0.2755,0.0660,0.2643,0.0776,0.1610,0.0784,0.0772,0.0684,0.1819,0.1317,0.0179,0.0803,0.1131,0.0871
7,0.1008,0.1828,0.0676,0.0409,0.0673,0.0781,0.0681,0.2684,0.0562,0.4245,0.0518,0.2410,0.0615,0.0769,0.0990,0.0586,0.1095,0.0238,0.0871,0.4174,0.0908
7,0.0744,0.1630,0.0613,0.0510,0.0713,0.0560,0.0966,0.4539,0.0681,0.2972,0.0919,0.1787,0.0739,0.0835,0.0905,0.0499,0.0826,0.0900,0.0871,0.1920,0.0441
7,0.0900,0.1406,0.0581,0.0723,0.0642,0.0533,0.0845,0.7447,0.0665,0.3590,0.0686,0.2032,0.0718,0.0793,0.0879,0.2626,0.0803,0.0763,0.0871,0.1672,0.0489
7,0.0892,0.1472,0.0631,0.1029,0.0792,0.0697,0.0800,0.4016,0.0655,0.3025,0.0961,0.1566,0.0942,0.0663,0.0755,0.0507,0.1299,0.0153,0.1000,0.1580,0.0855
7,0.0919,0.1973,0.0665,0.1037,0.0663,0.0979,0.0919,0.3354,0.0671,0.3421,0.0700,0.1834,0.0618,0.0605,0.0834,0.0689,0.1059,0.0166,0.0845,0.1263,0.0797
7,0.1019,0.1622,0.0525,0.0766,0.0705,0.0578,0.0847,0.6959,0.0499,0.5134,0.0689,0.1840,0.0415,0.0463,0.1032,0.0560,0.1376,-0.0064,0.1061,0.1535,0.0560
7,0.0985,0.1372,0.0742,0.0491,0.0681,0.0905,0.0855,0.5808,0.0594,0.3724,0.0929,0.1407,0.0919,0.0589,0.0708,0.0452,0.0953,0.0071,0.1132,0.1216,0.0715
7,0.1008,0.1535,0.0589,0.0697,0.0668,0.2658,0.0890,0.2531,0.0665,0.5305,0.0533,0.1362,0.0832,0.0650,0.0834,0.0531,0.1225,-0.0156,0.1072,0.1018,0.0876
7,0.0892,0.1514,0.0597,0.0496,0.0663,0.0523,0.0726,0.1681,0.0723,0.2941,0.0642,0.1352,0.0758,0.0455,0.0826,0.0571,0.1265,-0.0022,0.0914,0.1281,0.0816
7,0.0921,0.1160,0.0507,0.0467,0.0839,0.0351,0.0942,0.1792,0.0581,0.2684,0.0842,0.1112,0.0934,0.0265,0.1064,0.0407,0.1318,-0.0265,0.1051,0.1506,0.0876
7,0.0774,0.1725,0.0607,0.0531,0.0810,0.0552,0.0818,0.1937,0.0610,0.2941,0.0760,0.1444,0.0913,0.0706,0.0750,0.0354,0.1397,-0.0275,0.0977,0.1237,0.0861
7,0.1233,0.1036,0.0584,0.0328,0.0916,0.0890,0.0177,0.4169,0.0639,0.3574,0.0874,0.2041,0.0209,0.0629,0.0565,0.1225,0.1333,-0.0085,0.1032,0.1223,0.0768
7,0.0774,0.1079,0.0486,0.0510,0.0961,0.0380,0.0937,0.3481,0.0615,0.3772,0.0940,0.1637,0.0876,0.0666,0.1098,0.0236,0.0839,0.0140,0.0911,0.1485,0.0335
7,0.1040,0.1303,0.0644,0.0657,0.0850,0.0570,0.0887,0.1391,0.0657,0.3094,0.0684,0.1893,0.0948,0.0737,0.0776,0.0236,0.1320,-0.0077,0.1016,0.0909,0.1095
7,0.1111,0.1812,0.0631,0.0481,0.0607,0.0993,0.0953,0.1488,0.0494,0.3168,0.0781,0.1523,0.1061,0.1006,0.0665,0.0394,0.1338,-0.0077,0.1098,0.1073,0.0869
7,0.0845,0.7177,0.0594,0.0705,0.0837,0.0359,0.0974,0.5172,0.0570,0.2967,0.0821,0.1776,0.0744,0.0624,0.0950,0.0257,0.1217,-0.0077,0.0887,0.1292,0.0723
7,0.1080,0.1474,0.0689,0.0510,0.0639,0.0774,0.1090,0.2137,0.0686,0.2447,0.0950,0.1431,0.0940,0.0634,0.0940,0.1217,0.1156,-0.0180,0.1127,0.1656,0.0924
7,0.0982,0.1303,0.0715,0.0689,0.0721,0.0639,0.1090,0.3605,0.0671,0.2827,0.0839,0.1700,0.0887,0.0547,0.1241,0.0011,0.1309,0.0021,0.1003,0.4139,0.0832
7,0.1101,0.1387,0.0581,0.0752,0.0882,0.1159,0.0990,0.7207,0.0694,0.3304,0.0803,0.1391,0.0913,0.0727,0.0810,0.0346,0.1217,-0.0138,0.1157,0.2833,0.0657
7,0.0824,0.1833,0.0665,0.0404,0.0908,0.0470,0.0673,0.6528,0.0781,0.4031,0.0496,0.1845,0.0644,0.0592,0.0903,0.5545,0.0948,0.0662,0.1032,0.0954,0.1093
7,0.0861,0.2005,0.0694,0.0942,0.0531,0.0314,0.0879,0.5130,0.0737,0.2389,0.0879,0.1589,0.0771,0.0618,0.0813,0.0866,0.1214,0.0071,0.0837,0.1113,0.1106
7,0.1016,0.1709,0.0776,0.0597,0.0784,0.7331,0.0818,0.4642,0.0657,0.2629,0.0921,0.1112,0.0913,0.0421,0.0884,0.0267,0.1262,-0.0125,0.1030,0.1553,0.0993
7,0.1088,0.1139,0.0623,0.0433,0.0805,0.0562,0.0726,0.4536,0.0713,0.2927,0.0750,0.1478,0.1008,0.0363,0.0876,0.0460,0.1077,0.0055,0.0927,0.3013,0.1080
7,0.0940,0.1308,0.0686,0.0436,0.0942,0.0747,0.0694,0.4140,0.0673,0.2898,0.0702,0.1669,0.0853,0.0566,0.0805,0.0494,0.1310,-0.0112,0.0927,0.1102,0.0713
7,0.0803,0.0804,0.0681,0.0684,0.0800,0.0489,0.0969,0.2781,0.0800,0.2740,0.0866,0.1466,0.0763,0.0447,0.0642,0.0758,0.1217,0.0195,0.0774,0.3522,0.1172
7,0.0964,0.1084,0.0623,0.0473,0.0752,0.0581,0.0937,0.1502,0.0776,0.2675,0.0927,0.1206,0.0874,0.0246,0.1164,0.0497,0.1267,0.2610,0.0565,0.4187,0.0921
7,0.0937,0.1364,0.0557,0.0565,0.0676,0.0676,0.0784,0.1784,0.0758,0.2468,0.0924,0.1484,0.0541,0.0951,0.0950,0.0547,0.1255,-0.0017,0.0732,0.0975,0.0971
7,0.0842,0.2211,0.0684,0.0499,0.0671,0.0829,0.0921,0.4399,0.0721,0.2930,0.0684,0.1431,0.0884,0.0682,0.1175,0.0024,0.0845,0.0388,0.1103,0.1316,0.1053
7,0.1106,0.1382,0.0726,0.1008,0.0863,0.1135,0.0971,0.4190,0.0552,0.7250,0.0555,0.2663,0.0876,0.1389,0.1014,0.0497,0.0890,0.0789,0.0945,0.2601,0.0715
7,0.1262,0.1635,0.0721,0.0919,0.0818,0.1167,0.0784,0.2697,0.0642,0.3508,0.0863,0.1489,0.0913,0.0830,0.0895,0.2064,0.1143,0.0504,0.0977,0.1276,0.0676
7,0.1249,0.1203,0.0668,0.0613,0.0808,0.0998,0.1008,0.2847,0.0689,0.3157,0.0755,0.1320,0.0826,0.0545,0.0995,0.0953,0.1280,0.0143,0.0945,0.1266,0.0697
7,0.0869,0.2559,0.0636,0.0953,0.0808,0.0884,0.0924,0.4491,0.0818,0.3400,0.0747,0.1671,0.0628,0.0872,0.1003,0.0597,0.0969,0.0523,0.1043,0.1384,0.0581
7,0.0913,0.1493,0.0660,0.0636,0.0863,0.1415,0.0977,0.3024,0.0789,0.3218,0.0539,0.1774,0.0684,0.0669,0.0813,0.0782,0.1048,0.0251,0.0744,0.1213,0.0739
7,0.1014,0.1839,0.0708,0.0475,0.0639,0.0697,0.0861,0.3452,0.0668,0.3086,0.0774,0.1323,0.0924,0.0574,0.0921,0.1534,0.1148,0.0380,0.0665,0.2501,0.1132
7,0.1156,0.1728,0.0686,0.0671,0.0842,0.0940,0.0964,0.1829,0.0602,0.2872,0.0750,0.1109,0.0657,0.0281,0.0863,0.0397,0.0866,0.0311,0.0945,0.1018,0.0824
7,0.0871,0.1068,0.0681,0.0436,0.0673,0.0821,0.0808,0.1816,0.0652,0.3036,0.0847,0.1033,0.1000,0.0312,0.1037,0.0022,0.0879,0.0309,0.0858,0.1134,0.0789
7,0.0911,0.2841,0.0589,0.0684,0.0591,0.4473,0.0618,0.3293,0.0679,0.2622,0.0742,0.0832,0.0652,0.0803,0.0982,0.0251,0.1198,-0.0053,0.0855,0.1097,0.0932
7,0.1016,0.2105,0.0660,0.0702,0.1095,0.0932,0.0874,0.1697,0.0679,0.3083,0.0774,0.0998,0.0631,0.0906,0.0937,-0.0013,0.1056,0.0111,0.0990,0.0902,0.0681
7,0.0784,0.1762,0.0644,0.0710,0.0776,0.0433,0.0861,0.2196,0.0597,0.2514,0.0623,0.0853,0.0615,0.0706,0.0792,-0.0029,0.0919,0.0319,0.1066,0.1424,0.0681
7,0.1029,0.1701,0.0486,0.0969,0.0787,0.1032,0.0758,0.2343,0.0710,0.3313,0.0602,0.1146,0.0810,0.0597,0.1056,0.0048,0.0731,0.0385,0.0858,0.1023,0.0755
7,0.1051,0.1018,0.0560,0.0634,0.0715,0.0942,0.0845,0.1887,0.0623,0.3094,0.0718,0.1231,0.0863,0.0291,0.0900,0.0228,0.1085,-0.0011,0.0861,0.1023,0.0821
7,0.1077,0.0580,0.0689,0.0620,0.0679,0.6481,0.0810,0.1821,0.0568,0.2667,0.0465,0.1056,0.0631,0.0642,0.0979,-0.0121,0.0879,0.0343,0.0845,0.1091,0.0668
7,0.0998,0.0765,0.0615,0.0584,0.0834,0.0953,0.0858,0.1926,0.0634,0.3856,0.0610,0.0972,0.0657,0.0943,0.0755,0.0154,0.0892,0.0259,0.0752,0.1047,0.0768
7,0.0969,0.0667,0.0673,0.0438,0.0771,0.8088,0.0958,0.4948,0.0721,0.2658,0.0742,0.0708,0.0623,0.0531,0.0905,0.0011,0.0869,0.0156,0.0755,0.4123,0.0993
7,0.1201,0.0949,0.0821,0.1029,0.0829,0.1504,0.0858,0.1425,0.0731,0.2938,0.0839,0.0808,0.0853,0.0690,0.0971,0.0291,0.0853,0.0013,0.1183,0.1738,0.0845
7,0.1259,0.1015,0.0631,0.0446,0.0779,0.1190,0.0956,0.1525,0.0673,0.2547,0.0795,0.0689,0.0855,0.0476,0.0937,0.0038,0.1122,0.0172,0.1051,0.1007,0.0847
7,0.1190,0.0939,0.0679,0.0217,0.0710,0.0940,0.0903,0.1359,0.0692,0.2682,0.0744,0.1597,0.0119,0.0677,0.0937,0.1296,0.1502,-0.0011,0.1051,0.1358,0.0771
7,0.0969,0.0889,0.0623,0.0576,0.0858,0.0518,0.1008,0.1536,0.0689,0.3700,0.0847,0.1241,0.0845,0.0711,0.0921,0.0061,0.0966,0.0198,0.0789,0.4060,0.0808
7,0.1053,0.0963,0.0573,0.0465,0.0879,0.1491,0.0919,0.1449,0.0581,0.2481,0.0708,0.0740,0.0866,0.0608,0.1096,-0.0029,0.1268,-0.0141,0.0925,0.1102,0.0958
7,0.1146,0.0641,0.0576,0.0541,0.0660,0.0731,0.0808,0.1338,0.0726,0.2315,0.0766,0.0745,0.0985,0.0344,0.0876,0.0191,0.1294,-0.0085,0.0922,0.1596,0.0321
7,0.1138,0.1836,0.0642,0.0309,0.0847,0.0483,0.0805,0.2153,0.0671,0.2527,0.0605,0.0724,0.0993,0.0542,0.0933,-0.0267,0.1154,0.0048,0.1019,0.1039,0.0937
7,0.1154,0.0933,0.0671,0.0438,0.0919,0.0555,0.1035,0.1496,0.0737,0.2595,0.0850,0.0868,0.1077,0.0687,0.1024,0.0288,0.1037,0.0129,0.0898,0.1150,0.0805
7,0.0934,0.0722,0.0684,0.0359,0.0797,0.0507,0.0842,0.1436,0.0816,0.2846,0.0974,0.0895,0.1064,0.0864,0.0800,0.0175,0.1201,-0.0085,0.0890,0.1735,0.0668
7,0.0971,0.0976,0.0578,0.0663,0.0747,0.0473,0.0942,0.1552,0.0642,0.2289,0.0816,0.0888,0.0679,0.0679,0.1043,0.0199,0.1362,-0.0127,0.1000,0.1192,0.0847
